,Armor,Armor Value,Config,Engine Size,Engine Type,Era,Heat Sinks,Mass,Myomer,Name,Rules Level,Source,Speeds,Structure,TechBase,Variant,Weapons
Werewolf WER-LF-005,Standard(Inner Sphere),128,Biped,200, XL Engine,3060,13 Double,40,Standard,Werewolf,4,TRO 3055 - Clan Invasion,"{'Walk': 5, 'Run': 8, 'Jump': '2'}",Standard,Inner Sphere,WER-LF-005,"['4', ['Large X-Pulse Laser, Left Arm', 'Streak SRM 6, Right Arm', 'Magshot, Left Torso', 'Magshot, Right Torso']]"
Werewolf WER-LF-004,Standard(Inner Sphere),136,Biped,200, XL Engine,3056,16 Double,40,Standard,Werewolf,2,TRO 3055 - Clan Invasion,"{'Walk': 5, 'Run': 8, 'Jump': '4'}",Standard,Inner Sphere,WER-LF-004,"['6', ['Medium Pulse Laser, Left Arm', 'SRM 6, Right Arm', 'Small Pulse Laser, Left Torso', 'Small Pulse Laser, Right Torso', 'Machine Gun, Center Torso', 'Machine Gun, Head']]"
Watchman WTC-4M,Standard(Inner Sphere),136,Biped,200, Fusion Engine,3055,12 Single,40,Standard,Watchman,2,TRO 3055 - Clan Invasion,"{'Walk': 5, 'Run': 8, 'Jump': '5'}",Standard,Inner Sphere,WTC-4M,"['5', ['Large Laser, Left Arm', 'Machine Gun, Left Arm', 'Machine Gun, Left Arm', 'Medium Laser, Right Arm', 'Medium Laser, Right Arm']]"
Battle Cobra C,Ferro-Fibrous(Clan),124,Biped Omnimech,240, Fusion (Clan) Engine(IS),3062,s Heat Sinks:9,40,Standard,Battle Cobra,2,TRO 3058 - Civil War,"{'Walk': 6, 'Run': 9, 'Jump': '0'}",Clan Endo Steel,Clan,C,"['5', ['ATM 9, Left Arm', 'Medium Pulse Laser, Right Arm', 'Medium Pulse Laser, Right Arm', 'Medium Pulse Laser, Right Arm', 'Small Pulse Laser, Right Arm']]"
Battle Cobra F,Ferro-Fibrous(Clan),124,Biped Omnimech,240, Fusion (Clan) Engine(IS),3057,s Heat Sinks:9,40,Standard,Battle Cobra,2,TRO 3058 - Clan Invasion,"{'Walk': 6, 'Run': 9, 'Jump': '6'}",Clan Endo Steel,Clan,F,"['4', ['ER Medium Laser, Left Arm', 'ER Medium Laser, Left Arm', 'ER Medium Laser, Left Arm', 'Ultra AC/5, Right Arm']]"
Watchman WTC-4DM,Ferro-Fibrous(Inner Sphere),137,Biped,200, Fusion Engine,3063,12 Double,40,Standard,Watchman,2,TRO 3055 - Civil War,"{'Walk': 5, 'Run': 8, 'Jump': '5'}",Standard,Inner Sphere,WTC-4DM,"['4', ['Medium Laser, Right Torso', 'Medium Laser, Right Torso', 'Medium Laser, Center Torso', 'PPC, Left Arm']]"
Icarus II ICR-1S,Standard(Inner Sphere),120,Biped,160, Fusion Engine,2518,10 Single,40,Standard,Icarus II,1,TRO 3075,"{'Walk': 4, 'Run': 6, 'Jump': '4'}",Standard,Inner Sphere,ICR-1S,"['4', ['Autocannon/10, Left Arm', 'Small Laser, Left Arm', 'Medium Laser, Right Torso', 'Medium Laser, Right Torso']]"
Clint IIC 2,Ferro-Fibrous(Clan),134,Biped,240, XL (Clan) Engine(IS),3073,10 Double,40,Standard,Clint IIC,2,TRO 3060,"{'Walk': 6, 'Run': 9, 'Jump': '8'}",Endo Steel,Clan,2,"['5', ['Medium Pulse Laser, Right Arm', 'Medium Pulse Laser, Right Arm', 'Medium Pulse Laser, Right Arm', 'Medium Pulse Laser, Left Torso', 'Medium Pulse Laser, Center Torso']]"
Clint IIC,Standard(Clan),112,Biped,240, XL (Clan) Engine,2830,10 Single,40,Standard,Clint IIC,2,TRO 3060,"{'Walk': 6, 'Run': 9, 'Jump': '6'}",Endo Steel,Clan,(Standard),"['3', ['LB 10-X AC, Right Arm', 'ER Medium Laser, Left Torso', 'ER Medium Laser, Center Torso']]"
Clint CLNT-6S,Heavy Ferro-Fibrous,128,Biped,280, Light Engine,3069,12 Double,40,Standard,Clint,2,TRO 3050 - Jihad,"{'Walk': 7, 'Run': 11, 'Jump': '0'}",Endo Steel,Inner Sphere,CLNT-6S,"['3', ['2 ISERLargeLaser, Right Arm', '2 ISERMediumLaser, Left Torso', '1 ISERSmallLaser, Head']]"
Arana MilitiaMech ARA-S-1,Heavy Industrial(Clan),152,Quad,200, Fusion (Clan) Engine(IS),3087,15 Single,40,Standard,Arana MilitiaMech,3,ISP3,"{'Walk': 5, 'Run': 8, 'Jump': '0'}",Clan Industrial,Clan,ARA-S-1,"['3', ['ER Medium Laser, Right Torso', 'ER Medium Laser, Right Torso', 'ER Medium Laser, Right Torso']]"
Clint CLNT-3-3T,Ferro-Fibrous,107,Biped,240, Fusion Engine,3069,10 Single,40,Standard,Clint,2,TRO 3050 - Jihad,"{'Walk': 6, 'Run': 9, 'Jump': '6'}",Standard,Inner Sphere,CLNT-3-3T,"['3', ['1 ISLAC5, Right Arm, Ammo:40', '1 ISMediumLaser, Left Torso', '1 ISMediumLaser, Center Torso']]"
Pouncer A,Ferro-Fibrous(Clan),115,Biped Omnimech,240, XL (Clan) Engine(IS),3050,s Heat Sinks:9,40,Standard,Pouncer,2,TRO 3055 - Clan Invasion,"{'Walk': 6, 'Run': 9, 'Jump': '5'}",Clan Endo Steel,Clan,A,"['7', ['LRM 15, Left Arm', 'LRM 15, Right Arm', 'ER Medium Laser, Left Torso', 'ER Medium Laser, Left Torso', 'ER Medium Laser, Right Torso', 'ER Medium Laser, Right Torso', 'ER Small Laser, Right Torso']]"
Pouncer B,Ferro-Fibrous(Clan),115,Biped Omnimech,240, XL (Clan) Engine(IS),3050,s Heat Sinks:9,40,Standard,Pouncer,2,TRO 3055 - Clan Invasion,"{'Walk': 6, 'Run': 9, 'Jump': '5'}",Clan Endo Steel,Clan,B,"['5', ['ER Large Laser, Left Arm', 'SRM 4, Left Arm', 'ER Large Laser, Right Arm', 'SRM 4, Right Arm', 'LRM 10, Right Torso']]"
Pouncer C,Ferro-Fibrous(Clan),115,Biped Omnimech,240, XL (Clan) Engine(IS),3050,s Heat Sinks:9,40,Standard,Pouncer,2,TRO 3055 - Clan Invasion,"{'Walk': 6, 'Run': 9, 'Jump': '5'}",Clan Endo Steel,Clan,C,"['6', ['ER Medium Laser, Left Arm', 'ER Medium Laser, Left Arm', 'ER Small Laser, Left Arm', 'Ultra AC/10, Right Arm', 'ER Small Laser, Left Torso', 'ER Small Laser, Right Torso']]"
Pouncer D,Ferro-Fibrous(Clan),115,Biped Omnimech,240, XL (Clan) Engine(IS),3050,s Heat Sinks:9,40,Standard,Pouncer,2,TRO 3055 - Clan Invasion,"{'Walk': 6, 'Run': 9, 'Jump': '5'}",Clan Endo Steel,Clan,D,"['9', ['ER Medium Laser, Left Arm', 'ER Medium Laser, Left Arm', 'ER Medium Laser, Left Arm', 'ER Medium Laser, Right Arm', 'ER Medium Laser, Right Arm', 'ER Medium Laser, Right Arm', 'Streak SRM 6, Left Torso', 'ER Small Laser, Left Torso', 'Streak SRM 6, Right Torso']]"
Pouncer E,Ferro-Fibrous(Clan),115,Biped Omnimech,240, XL (Clan) Engine(IS),3061,s Heat Sinks:9,40,Standard,Pouncer,2,TRO 3055 - Clan Invasion,"{'Walk': 6, 'Run': 9, 'Jump': '5'}",Clan Endo Steel,Clan,E,"['5', ['ATM 9, Left Arm', 'ATM 9, Right Arm', 'ER Medium Laser, Left Torso', 'ER Micro Laser, Left Torso', 'ER Micro Laser, Right Torso']]"
Pouncer F,Ferro-Fibrous(Clan),115,Biped Omnimech,240, XL (Clan) Engine(IS),3069,s Heat Sinks:9,40,Standard,Pouncer,3,TRO 3055 - Jihad,"{'Walk': 6, 'Run': 9, 'Jump': '5'}",Clan Endo Steel,Clan,F,"['6', ['Heavy Flamer, Left Arm', 'Heavy Flamer, Left Arm', 'ER Flamer, Left Arm', 'ER Flamer, Left Arm', 'Plasma Cannon, Right Arm', 'ER Medium Laser, Right Torso']]"
Pouncer Prime,Ferro-Fibrous(Clan),115,Biped Omnimech,240, XL (Clan) Engine(IS),3050,s Heat Sinks:9,40,Standard,Pouncer,2,TRO 3055 - Clan Invasion,"{'Walk': 6, 'Run': 9, 'Jump': '5'}",Clan Endo Steel,Clan,Prime,"['3', ['ER PPC, Left Arm', 'ER PPC, Right Arm', 'ER Small Laser, Left Torso']]"
Cicada CDA-3C,Standard,64,Biped,280, Fusion Engine,2840,11 Single,40,Standard,Cicada,1,TRO 3039 - Succession Wars,"{'Walk': 7, 'Run': 11, 'Jump': '0'}",Standard,Inner Sphere,CDA-3C,"['3', ['Machine Gun, Left Leg', 'Machine Gun, Right Leg', 'PPC, Right Torso']]"
Battle Cobra BTL-C-2OE,Ferro-Fibrous(Inner Sphere),125,Biped Omnimech,200, Fusion Engine(IS),3070,s Heat Sinks:8,40,Standard,Battle Cobra,2,TRO 3058 - Jihad,"{'Walk': 5, 'Run': 8, 'Jump': '0'}",IS Endo Steel,Inner Sphere,BTL-C-2OE,"['2', ['MML 9, Left Arm', 'MML 9, Right Arm']]"
Cicada CDA-2A,Standard(Inner Sphere),64,Biped,320, Fusion Engine,2740,10 Single,40,Standard,Cicada,1,Source:TRO 3039 - Star League,"{'Walk': 8, 'Run': 12, 'Jump': '0'}",Standard,Inner Sphere,CDA-2A,"['3', ['Medium Laser, Left Torso', 'Medium Laser, Right Torso', 'Small Laser, Center Torso']]"
Strider SR1-O,Standard(Inner Sphere),120,Biped Omnimech,240, Fusion Engine(IS),3057,s Heat Sinks:9,40,Standard,Strider,2,TRO 3058 - Clan Invasion,"{'Walk': 6, 'Run': 9, 'Jump': '0'}",IS Endo Steel,Inner Sphere,SR1-O,"['3', ['SRM 6, Left Arm', 'SRM 6, Right Arm', 'Small Laser, Head']]"
Vulcan VT-6M,Light Ferro-Fibrous,93,Biped,240, XL Engine,3069,10 Double,40,Standard,Vulcan,2,TRO 3050 - Jihad,"{'Walk': 6, 'Run': 9, 'Jump': '6'}",Endo Steel,Inner Sphere,VT-6M,"['4', ['1 ISFlamer, Right Arm', '1 ISMachine Gun, Left Arm, Ammo:200', '1 ISLightGaussRifle, Right Torso, Ammo:32', '1 ISERMediumLaser, Left Torso']]"
Vulcan VT-6C,Standard,80,Biped,240, Fusion Engine,3070,10 Double,40,Standard,Vulcan,2,TRO 3050 - Jihad,"{'Walk': 6, 'Run': 9, 'Jump': '6'}",Endo Steel,Inner Sphere,VT-6C,"['6', ['1 ISFlamer, Right Arm', '3 ISLightMG, Left Arm, Ammo:200', '1 ISLMGA, Left Arm', '1 ISERLargeLaser, Right Torso', '1 ISImprovedC3CPU, Right Torso', '1 ISERMediumLaser, Left Torso']]"
Mongoose II MON-268,Ferro-Fibrous,125,Biped,320, XL Engine,3076,10 Double,40,Standard,Mongoose II,2,TRO 3075,"{'Walk': 8, 'Run': 12, 'Jump': '0'}",Endo Steel,Inner Sphere,MON-268,"['4', ['C3 Master with TAG, Right Torso', 'ER Medium Laser, Left Arm', 'ER Medium Laser, Right Arm', 'ER Medium Laser, Center Torso']]"
Mongoose II MON-267,Stealth,104,Biped,320, XL Engine,3073,10 Double,40,Standard,Mongoose II,2,TRO 3075,"{'Walk': 8, 'Run': 12, 'Jump': '0'}",Endo Steel,Inner Sphere,MON-267,"['1', ['ER Large Laser, Center Torso']]"
Hermes II HER-2M Mercury,Standard(Inner Sphere),120,Biped,280, Fusion Engine,2802,11 Single,40,Standard,Hermes II,1,TRO 3039 - Succession Wars,"{'Walk': 7, 'Run': 11, 'Jump': '0'}",Standard,Inner Sphere,HER-2M 'Mercury',"['6', ['Medium Laser, Right Torso', 'Medium Laser, Right Torso', 'Medium Laser, Right Arm', 'Flamer, Left Arm', 'Machine Gun, Right Torso', 'Machine Gun, Right Torso']]"
Hermes II HER-2S,Standard(Inner Sphere),120,Biped,240, Fusion Engine,2798,10 Single,40,Standard,Hermes II,1,TRO 3039 - Succession Wars,"{'Walk': 6, 'Run': 9, 'Jump': '0'}",Standard,Inner Sphere,HER-2S,"['3', ['Medium Laser, Right Arm', 'Flamer, Left Arm', 'Autocannon/5, Right Torso']]"
Hermes II HER-4K Hermes III,Standard(Inner Sphere),120,Biped,240, Fusion Engine,3025,11 Single,40,Standard,Hermes II,1,TRO 3039 - Succession Wars,"{'Walk': 6, 'Run': 9, 'Jump': '0'}",Standard,Inner Sphere,HER-4K 'Hermes III',"['2', ['Large Laser, Left Torso', 'Large Laser, Right Torso']]"
Hermes II HER-5C,Standard Armor,120,Biped,240, XL Engine,3062,10 Double,40,Standard,Hermes II,2,TRO 3050 - Civil War,"{'Walk': 6, 'Run': 9, 'Jump': '0'}",Endo Steel,Inner Sphere,HER-5C,"['4', ['1 ISERLargeLaser, Right Torso', '3 ISERMediumLaser, Right Arm', '1 ISImprovedNarc, Left Arm, Ammo:12', '1 ISImprovedC3CPU, Center Torso']]"
Hermes II HER-5ME,Standard,104,Biped,240, Fusion Engine,3056,10 Double,40,Standard,Hermes II,2,TRO 3050 - Clan Invasion,"{'Walk': 6, 'Run': 9, 'Jump': '0'}",Endo Steel,Inner Sphere,HER-5ME 'Mercury Elite',"['1', ['1 ISLightGaussRifle, Right Torso, Ammo:32']]"
Hermes II HER-5S,Standard Armor,120,Biped,240, Fusion Engine,3050,10 Double,40,Standard,Hermes II,2,TRO 3050 - Clan Invasion,"{'Walk': 6, 'Run': 9, 'Jump': '0'}",Endo Steel,Inner Sphere,HER-5S,"['3', ['1 ISUltraAC5, Right Torso, Ammo:20', '1 ISFlamer, Left Arm', '1 ISMediumPulseLaser, Right Arm']]"
Hermes II HER-5SA,Standard,128,Biped,240, XL Engine,3068,10 Double,40,Standard,Hermes II,2,TRO 3050 - Jihad,"{'Walk': 6, 'Run': 9, 'Jump': '0'}",Endo Steel,Inner Sphere,HER-5SA,"['3', ['1 ISLargePulseLaser, Right Arm', '1 ISFlamer, Left Arm', '1 ISUltraAC5, Right Torso, Ammo:20']]"
Vulcan VT-5Sr,Ferro-Fibrous(Inner Sphere),89,Biped,240, XL Engine,3075,12 Single,40,Standard,Vulcan,2,Jihad,"{'Walk': 6, 'Run': 9, 'Jump': '6'}",Standard,Inner Sphere,VT-5Sr,"['4', ['Flamer, Right Arm', 'Plasma Rifle, Right Torso', 'Medium Laser, Left Torso', 'Machine Gun, Left Arm']]"
Vulcan VT-5S,Ferro-Fibrous(Inner Sphere),89,Biped,240, XL Engine(IS),3050,10 Single,40,Standard,Vulcan,2,TRO 3050 - Clan Invasion,"{'Walk': 6, 'Run': 9, 'Jump': '6'}",Standard,Inner Sphere,VT-5S,"['4', ['Machine Gun, Left Arm', 'Flamer, Right Arm', 'Medium Laser, Left Torso', 'Ultra AC/5, Right Torso']]"
Vulcan VT-5M,Standard Armor,80,Biped,240, Fusion Engine,3050,11 Double,40,Standard,Vulcan,2,TRO 3050 - Clan Invasion,"{'Walk': 6, 'Run': 9, 'Jump': '6'}",Endo Steel,Inner Sphere,VT-5M,"['4', ['1 ISLargePulseLaser, Right Torso', '1 ISMediumPulseLaser, Left Torso', '1 ISFlamer, Right Arm', '1 ISMachine Gun, Left Arm, Ammo:200']]"
Hermes II HER-5Sr,Standard(Inner Sphere),120,Biped,240, Fusion Engine,3074,10 Double,40,Standard,Hermes II,2,Jihad,"{'Walk': 6, 'Run': 9, 'Jump': '0'}",Endo Steel,Inner Sphere,HER-5Sr,"['3', ['Heavy PPC, Right Torso', 'Flamer, Left Arm', 'Medium Pulse Laser, Right Arm']]"
Hermes II HER-6D,Standard(Inner Sphere),120,Biped,240, Fusion Engine(IS),3062,10 Double,40,Standard,Hermes II,2,TRO 3050 - Civil War,"{'Walk': 6, 'Run': 9, 'Jump': '0'}",Endo Steel,Inner Sphere,HER-6D,"['3', ['ER Medium Laser, Right Arm', 'Flamer, Left Arm', 'Rotary AC/5, Right Torso']]"
Vulcan VL-5T,Standard(Inner Sphere),112,Biped,240, Fusion Engine,2778,12 Single,40,Standard,Vulcan,1,TRO 3039 - Star League,"{'Walk': 6, 'Run': 9, 'Jump': '6'}",Standard,Inner Sphere,VL-5T,"['6', ['Flamer, Right Arm', 'Medium Laser, Left Torso', 'Medium Laser, Right Torso', 'Medium Laser, Right Torso', 'Medium Laser, Right Torso', 'Machine Gun, Left Arm']]"
Vulcan VL-2T,Standard(Inner Sphere),80,Biped,240, Fusion Engine,2777,10 Single,40,Standard,Vulcan,1,TRO 3039 - Star League,"{'Walk': 6, 'Run': 9, 'Jump': '6'}",Standard,Inner Sphere,VL-2T,"['4', ['Flamer, Right Arm', 'Medium Laser, Left Torso', 'Autocannon/2, Right Torso', 'Machine Gun, Left Arm']]"
Mercury II MCY-100,Ferro-Fibrous,134,Biped,280, XL Engine,2823,10 Double,40,Standard,Mercury II,2,,"{'Walk': 7, 'Run': 11, 'Jump': '7'}",Standard,Inner Sphere,MCY-100,"['6', ['1 ISMediumLaser, Right Arm', '1 ISERLargeLaser, Left Arm', '2 ISSmallLaser, Left Arm', '1 ISBeagleActiveProbe, Right Torso', '1 ISGuardianECM, Left Torso', '1 ISMediumLaser, Center Torso']]"
Yurei S-YR-1LAM,Standard(IS/Clan),128,LAM,200, Fusion Engine(IS),3077,10 Double,40,Standard,Yurei,4,J:FR,"{'Walk': 5, 'Run': 8, 'Jump': '5'}",IS Standard,Mixed (IS Chassis),S-YR-1LAM,"['3', ['ER Large Laser, Right Arm', 'ER Medium Laser, Left Arm', 'ER Medium Laser, Left Arm']]"
Strider SR1-OA,Standard(Inner Sphere),120,Biped Omnimech,240, Fusion Engine(IS),3057,s Heat Sinks:9,40,Standard,Strider,2,TRO 3058 - Clan Invasion,"{'Walk': 6, 'Run': 9, 'Jump': '0'}",IS Endo Steel,Inner Sphere,SR1-OA,"['4', ['Narc, Left Arm', 'Narc, Right Arm', 'TAG, Left Torso', 'Small Laser, Head']]"
Strider SR1-OB,Standard(Inner Sphere),120,Biped Omnimech,240, Fusion Engine(IS),3057,s Heat Sinks:9,40,Standard,Strider,2,TRO 3058 - Clan Invasion,"{'Walk': 6, 'Run': 9, 'Jump': '0'}",IS Endo Steel,Inner Sphere,SR1-OB,"['2', ['LRM 10, Left Arm', 'LRM 10, Right Arm']]"
Strider SR1-OC,Standard(Inner Sphere),120,Biped Omnimech,240, Fusion Engine(IS),3057,s Heat Sinks:9,40,Standard,Strider,2,TRO 3058 - Clan Invasion,"{'Walk': 6, 'Run': 9, 'Jump': '0'}",IS Endo Steel,Inner Sphere,SR1-OC,"['3', ['LRM 5, Left Arm', 'LRM 5, Right Arm', 'Large Laser, Center Torso']]"
Lobo,Ferro-Fibrous,134,Biped,240, XL Engine,3059,10 Double,40,Standard,Lobo,2,,"{'Walk': 6, 'Run': 9, 'Jump': '0'}",Endo Steel,Clan,(Standard),"['7', ['1 CLHeavyMediumLaser, Right Arm', '1 CLHeavyMediumLaser, Left Arm', '1 CLATM6, Right Torso, Ammo:40', '1 CLERLargeLaser, Right Torso', '1 CLATM6, Left Torso', '1 CLHeavySmallLaser, Left Torso', '1 CLAntiMissileSystem, Head, Ammo:24']]"
Chimera CMA-C,Standard Armor,112,Biped,240, XL Engine,3063,10 Double,40,Standard,Chimera,2,,"{'Walk': 6, 'Run': 9, 'Jump': '6'}",Endo Steel,Inner Sphere,CMA-C,"['4', ['1 ISERLargeLaser, Left Arm', '1 ISERMediumLaser, Left Arm', '1 ISC3SlaveUnit, Right Torso', '1 ISMRM20, Right Torso, Ammo:24']]"
Chimera CMA-2k,Standard Armor,120,Biped,280, XL Fusion Engine,3069,10 Double,40,Triple Strength Myomer,Chimera,2,,"{'Walk': 7, 'Run': 11, 'Jump': '7'}",Endo-Steel,Inner Sphere,CMA-2K,"['9', ['1 ISC3SlaveUnit, Right Torso', '1 ISSNPPC, Right Torso', '1 ISSmallLaser, Left Torso', '1 ISSmallPulseLaser, Left Torso', '1 Sword, Right Arm', '1 ISMediumLaser, Left Arm', '1 ISMediumLaser, Left Arm', '1 ISMediumLaser, Left Arm', '1 ISMediumLaser, Left Arm']]"
Chimera CMA-1S,Standard Armor,112,Biped,240, XL Engine,3063,10 Double,40,Standard,Chimera,2,,"{'Walk': 6, 'Run': 9, 'Jump': '6'}",Endo Steel,Inner Sphere,CMA-1S,"['4', ['1 ISMachine Gun, Right Arm, Ammo:100', '1 ISERLargeLaser, Left Arm', '1 ISERMediumLaser, Left Arm', '1 ISMRM20, Right Torso, Ammo:24']]"
Battle Cobra H,Ferro-Fibrous(Clan),124,Biped Omnimech,240, Fusion (Clan) Engine(IS),3061,s Heat Sinks:9,40,Standard,Battle Cobra,2,TRO 3058 - Clan Invasion,"{'Walk': 6, 'Run': 9, 'Jump': '0'}",Clan Endo Steel,Clan,H,"['4', ['ER Large Laser, Left Arm', 'Heavy Medium Laser, Left Arm', 'ER Large Laser, Right Arm', 'Heavy Medium Laser, Right Arm']]"
Battle Cobra Prime,Ferro-Fibrous(Clan),124,Biped Omnimech,240, Fusion (Clan) Engine(IS),2873,s Heat Sinks:9,40,Standard,Battle Cobra,2,TRO 3058 - Succession Wars,"{'Walk': 6, 'Run': 9, 'Jump': '0'}",Clan Endo Steel,Clan,Prime,"['4', ['Large Pulse Laser, Left Arm', 'Small Pulse Laser, Left Arm', 'Large Pulse Laser, Right Arm', 'Small Pulse Laser, Right Arm']]"
Battle Cobra X,Ferro-Fibrous(Clan),124,Biped Omnimech,240, Fusion (Clan) Engine(IS),3073,s Heat Sinks:9,40,Standard,Battle Cobra,4,TRO 3058 - Jihad,"{'Walk': 6, 'Run': 9, 'Jump': '0'}",Clan Endo Steel,Clan,X,"['5', ['Improved Heavy Medium Laser, Left Arm', 'Improved Heavy Medium Laser, Left Arm', 'Improved Heavy Medium Laser, Right Arm', 'Improved Heavy Medium Laser, Right Arm', 'Improved Heavy Medium Laser, Right Torso']]"
Lobo 3,Ferro-Fibrous,134,Biped,240, XL Fusion Engine,3077,11 Double,40,Standard,Lobo,2,,"{'Walk': 6, 'Run': 9, 'Jump': '0'}",Endo-Steel,Clan,3,"['8', ['1 CLAPGaussRifle, Right Torso, Ammo:40', '1 CLAPGaussRifle, Left Torso', '1 CLMGA, Right Arm, Ammo:200', '1 CLMGA, Left Arm', '1 CLStreakSRM4, Right Torso, Ammo:25', '1 CLStreakSRM4, Left Torso', '1 CLERPPC, Right Torso', '1 CLMediumPulseLaser, Left Torso']]"
Lobo 2,Ferro-Fibrous,134,Biped,240, XL Fusion Engine,3072,11 Double,40,Standard,Lobo,2,,"{'Walk': 6, 'Run': 9, 'Jump': '0'}",Endo-Steel,Clan,2,"['7', ['1 CLAPGaussRifle, Right Torso, Ammo:40', '1 CLAPGaussRifle, Left Torso', '1 CLERMediumLaser, Left Torso', '1 CLERMediumLaser, Head', '1 CLLargePulseLaser, Right Torso', '1 CLPlasmaCannon, Right Arm, Ammo:20', '1 CLPlasmaCannon, Left Arm']]"
Space Hound ProspectorMech AM-PRM-SH1,Standard(Inner Sphere),104,Biped,160, Fusion Engine(IS),3047,10 Single,40,Standard,Space Hound ProspectorMech,2,,"{'Walk': 4, 'Run': 6, 'Jump': '1'}",IS Industrial,Inner Sphere,AM-PRM-SH1,"['1', ['Small Laser, Right Arm']]"
Raptor II RPT-5X,Light Ferro-Fibrous(Inner Sphere),118,Biped,280, XL Engine,3084,10 Double,40,Standard,Raptor II,4,Dark Age,"{'Walk': 7, 'Run': 11, 'Jump': '5'}",Endo Steel,Inner Sphere,RPT-5X,"['4', ['ER Medium Laser, Left Arm', 'ER Large Laser, Right Arm', 'MML 5, Left Torso', 'MML 5, Right Torso']]"
Cicada CDA-2B,Standard(Inner Sphere),56,Biped,320, Fusion Engine,2840,10 Single,40,Standard,Cicada,1,TRO 3039 - Succession Wars,"{'Walk': 8, 'Run': 12, 'Jump': '0'}",Standard,Inner Sphere,CDA-2B,"['3', ['Medium Laser, Left Torso', 'Medium Laser, Right Torso', 'Flamer, Center Torso']]"
Raptor II RPT-3X,Light Ferro-Fibrous(Inner Sphere),127,Biped,280, XL Engine,3084,11 Double,40,Standard,Raptor II,4,Dark Age,"{'Walk': 7, 'Run': 11, 'Jump': '0'}",Endo Steel,Inner Sphere,RPT-3X,"['4', ['ER Medium Laser, Left Arm', 'ER Medium Laser, Right Arm', 'Streak SRM 6, Left Torso', 'Streak SRM 6, Right Torso']]"
Strider SR1-OX,Standard(Inner Sphere),120,Biped Omnimech,240, Fusion Engine(IS),3071,s Heat Sinks:9,40,Standard,Strider,4,TRO 3058 - Jihad,"{'Walk': 6, 'Run': 9, 'Jump': '0'}",IS Endo Steel,Inner Sphere,SR1-OX,"['3', ['MML 3, Left Arm', 'MML 3, Right Arm', 'Bombast Laser, Right Torso']]"
Strider SR1-OR,Standard(Inner Sphere),120,Biped Omnimech,240, Fusion Engine(IS),3059,s Heat Sinks:9,40,Standard,Strider,4,TRO 3058 - Clan Invasion,"{'Walk': 6, 'Run': 9, 'Jump': '0'}",IS Endo Steel,Mixed (IS Chassis),SR1-OR,"['4', ['Streak SRM 6, Left Arm', 'Streak SRM 6, Right Arm', 'Medium Pulse Laser, Center Torso', 'Medium Pulse Laser, Head']]"
Strider SR1-OG,Standard(Inner Sphere),120,Biped Omnimech,240, Fusion Engine(IS),3070,s Heat Sinks:9,40,Standard,Strider,2,TRO 3058 - Jihad,"{'Walk': 6, 'Run': 9, 'Jump': '0'}",IS Endo Steel,Inner Sphere,SR1-OG,"['4', ['MML 7, Left Arm', 'MML 7, Right Arm', 'ER Small Laser, Center Torso', 'ER Small Laser, Center Torso']]"
Strider SR1-OF,Standard(Inner Sphere),120,Biped Omnimech,240, Fusion Engine(IS),3060,s Heat Sinks:9,40,Standard,Strider,2,TRO 3058 - Clan Invasion,"{'Walk': 6, 'Run': 9, 'Jump': '6'}",IS Endo Steel,Inner Sphere,SR1-OF,"['4', ['Medium Laser, Left Arm', 'Medium Laser, Right Arm', 'Streak SRM 4, Left Torso', 'Streak SRM 4, Right Torso']]"
Tsunami TS-P1,Standard(Inner Sphere),136,Biped,240, Fusion Engine,3052,10 Double,40,Standard,Tsunami,2,TRO 3055 - Clan Invasion,"{'Walk': 6, 'Run': 9, 'Jump': '6'}",Standard,Inner Sphere,TS-P1,"['5', ['Medium Laser, Left Torso', 'Machine Gun, Left Torso', 'Medium Laser, Right Torso', 'Machine Gun, Right Torso', 'Streak SRM 2, Center Torso']]"
Tsunami TS-P1D,Ferro-Fibrous(Inner Sphere),125,Biped,240, Fusion Engine,3063,10 Double,40,Triple-Strength,Tsunami,3,TRO 3055 - Civil War,"{'Walk': 6, 'Run': 9, 'Jump': '4'}",Standard,Inner Sphere,TS-P1D,"['6', ['Magshot, Left Arm', 'Magshot, Right Arm', 'Streak SRM 4, Left Torso', 'ER Medium Laser, Center Torso', 'ER Medium Laser, Center Torso', 'ER Medium Laser, Head']]"
Strider SR1-OE,Standard(Inner Sphere),120,Biped Omnimech,240, Fusion Engine(IS),3058,s Heat Sinks:9,40,Standard,Strider,2,TRO 3058 - Clan Invasion,"{'Walk': 6, 'Run': 9, 'Jump': '0'}",IS Endo Steel,Inner Sphere,SR1-OE,"['3', ['Streak SRM 6, Left Arm', 'Streak SRM 6, Right Arm', 'Medium Laser, Head']]"
Raptor II RPT-2X1,Light Ferro-Fibrous(Inner Sphere),118,Biped,280, XL Engine(IS),3073,10 Double,40,Standard,Raptor II,4,Jihad,"{'Walk': 7, 'Run': 11, 'Jump': '0'}",Endo Steel,Inner Sphere,RPT-2X1,"['4', ['Streak SRM 6, Left Arm', 'ER Large Laser, Right Torso', 'ER Medium Laser, Right Torso', 'ER Small Laser, Center Torso']]"
